/home/zhengshiyi/react2025_new/.venv/lib/python3.10/site-packages/torch/_utils.py:831: UserWarning: TypedStorage is deprecated. It will be removed in the future and UntypedStorage will be the only storage class. This should only matter to you if you are using storages directly.  To access UntypedStorage directly, use tensor.untyped_storage() instead of tensor.storage()
  return self.fget.__get__(instance, owner)()
BANK 16 RM_fit_0000 P2
BANK 32 RM_fit_0000 N0
BANK 48 RM_fit_0002 P2
BANK 64 RM_fit_0002 N0
BANK 80 RM_fit_0004 P2
BANK 96 RM_fit_0004 N0
BANK 112 RM_fit_0006 P2
BANK 128 RM_fit_0006 N0
BANK 144 RM_fit_0008 P2
BANK 160 RM_fit_0008 N0
BANK 176 RM_fit_0010 P2
BANK 192 RM_fit_0010 N0
BANK 208 RM_fit_0012 P2
BANK 224 RM_fit_0012 N0
BANK 240 RM_fit_0014 P2
BANK 256 RM_fit_0014 N0
BANK 272 RM_fit_0016 P2
BANK 288 RM_fit_0016 N0
BANK 304 RM_fit_0018 P2
BANK 320 RM_fit_0018 N0
BANK 336 RM_fit_0020 P2
BANK 352 RM_fit_0020 N0
BANK 368 RM_fit_0022 P2
BANK 384 RM_fit_0022 N0
BANK 400 RM_fit_0024 P2
BANK 416 RM_fit_0024 N0
BANK 432 RM_fit_0026 P2
BANK 448 RM_fit_0026 N0
BANK 464 RM_fit_0028 P2
BANK 480 RM_fit_0028 N0
BANK 496 RM_fit_0030 P2
BANK 512 RM_fit_0030 N0
BANK 528 RM_fit_0032 P2
BANK 544 RM_fit_0032 N0
BANK 560 RM_fit_0034 P2
BANK 576 RM_fit_0034 N0
BANK 592 RM_fit_0036 P2
BANK 608 RM_fit_0036 N0
BANK 624 RM_fit_0038 P2
BANK 640 RM_fit_0038 N0
BANK 656 RM_fit_0040 P2
BANK 672 RM_fit_0040 N0
BANK 688 RM_fit_0042 P2
BANK 704 RM_fit_0042 N0
BANK 720 RM_fit_0044 P2
BANK 736 RM_fit_0044 N0
BANK 752 RM_fit_0046 P2
BANK 768 RM_fit_0046 N0
BANK 784 RM_fit_0048 P2
BANK 800 RM_fit_0048 N0
BANK 816 RM_fit_0050 P2
BANK 832 RM_fit_0050 N0
BANK 848 RM_fit_0052 P2
BANK 864 RM_fit_0052 N0
BANK 880 RM_fit_0054 P2
BANK 896 RM_fit_0054 N0
BANK 912 RM_fit_0056 P2
BANK 928 RM_fit_0056 N0
BANK 944 RM_fit_0058 P2
BANK 960 RM_fit_0058 N0
BANK 976 RM_fit_0060 P2
BANK 992 RM_fit_0060 N0
BANK 1008 RM_fit_0062 P2
BANK 1024 RM_fit_0062 N0
BANK 1040 RM_fit_0064 P2
BANK 1056 RM_fit_0064 N0
BANK 1072 RM_fit_0066 P2
BANK 1088 RM_fit_0066 N0
BANK 1104 RM_fit_0068 P2
BANK 1120 RM_fit_0068 N0
BANK 1136 RM_fit_0070 P2
BANK 1152 RM_fit_0070 N0
BANK 1168 RM_fit_0072 P2
BANK 1184 RM_fit_0072 N0
BANK 1200 RM_fit_0074 P2
BANK 1216 RM_fit_0074 N0
BANK 1232 RM_fit_0076 P2
BANK 1248 RM_fit_0076 N0
BANK 1264 RM_fit_0078 P2
BANK 1280 RM_fit_0078 N0
BANK 1296 RM_fit_0080 P2
BANK 1312 RM_fit_0080 N0
BANK 1328 RM_fit_0082 P2
BANK 1344 RM_fit_0082 N0
BANK 1360 RM_fit_0084 P2
BANK 1376 RM_fit_0084 N0
BANK 1392 RM_fit_0086 P2
BANK 1408 RM_fit_0086 N0
BANK 1424 RM_fit_0088 P2
BANK 1440 RM_fit_0088 N0
BANK 1456 RM_fit_0090 P2
BANK 1472 RM_fit_0090 N0
BANK 1488 RM_fit_0092 P2
BANK 1504 RM_fit_0092 N0
BANK 1520 RM_fit_0094 P2
BANK 1536 RM_fit_0094 N0
BANK 1552 RM_fit_0096 P2
BANK 1568 RM_fit_0096 N0
BANK 1584 RM_fit_0098 P2
BANK 1600 RM_fit_0098 N0
BANK 1616 RM_fit_0100 P2
BANK 1632 RM_fit_0100 N0
BANK 1648 RM_fit_0102 P2
BANK 1664 RM_fit_0102 N0
BANK 1680 RM_fit_0104 P2
BANK 1696 RM_fit_0104 N0
BANK 1712 RM_fit_0106 P2
BANK 1728 RM_fit_0106 N0
BANK 1744 RM_fit_0108 P2
BANK 1760 RM_fit_0108 N0
BANK 1776 RM_fit_0110 P2
BANK 1792 RM_fit_0110 N0
BANK 1808 RM_fit_0112 P2
BANK 1824 RM_fit_0112 N0
BANK 1840 RM_fit_0114 P2
BANK 1856 RM_fit_0114 N0
BANK 1872 RM_fit_0116 P2
BANK 1888 RM_fit_0116 N0
BANK 1904 RM_fit_0118 P2
BANK 1920 RM_fit_0118 N0
BANK 1936 RM_fit_0120 P2
BANK 1952 RM_fit_0120 N0
BANK 1968 RM_fit_0122 P2
BANK 1984 RM_fit_0122 N0
BANK 2000 RM_fit_0124 P2
BANK 2016 RM_fit_0124 N0
BANK 2032 RM_fit_0126 P2
BANK 2048 RM_fit_0126 N0
BANK 2064 RM_fit_0128 P2
BANK 2080 RM_fit_0128 N0
BANK 2096 RM_fit_0130 P2
BANK 2112 RM_fit_0130 N0
BANK 2128 RM_fit_0132 P2
BANK 2144 RM_fit_0132 N0
BANK 2160 RM_fit_0134 P2
BANK 2176 RM_fit_0134 N0
BANK 2192 RM_fit_0136 P2
BANK 2208 RM_fit_0136 N0
BANK 2224 RM_fit_0138 P2
BANK 2240 RM_fit_0138 N0
BANK 2256 RM_fit_0140 P2
BANK 2272 RM_fit_0140 N0
BANK 2288 RM_fit_0142 P2
BANK 2304 RM_fit_0142 N0
BANK 2320 RM_fit_0144 P2
BANK 2336 RM_fit_0144 N0
BANK 2352 RM_fit_0146 P2
BANK 2368 RM_fit_0146 N0
BANK 2384 RM_fit_0148 P2
BANK 2400 RM_fit_0148 N0
BANK 2416 RM_fit_0150 P2
BANK 2432 RM_fit_0150 N0
BANK 2448 RM_fit_0152 P2
BANK 2464 RM_fit_0152 N0
BANK 2480 RM_fit_0154 P2
BANK 2496 RM_fit_0154 N0
BANK 2512 RM_fit_0156 P2
BANK 2528 RM_fit_0156 N0
BANK 2544 RM_fit_0158 P2
BANK 2560 RM_fit_0158 N0
BANK 2576 RM_fit_0160 P2
BANK 2592 RM_fit_0160 N0
BANK 2608 RM_fit_0162 P2
BANK 2624 RM_fit_0162 N0
BANK 2640 RM_fit_0164 P2
BANK 2656 RM_fit_0164 N0
BANK 2672 RM_fit_0166 P2
BANK 2688 RM_fit_0166 N0
BANK 2704 RM_fit_0168 P2
BANK 2720 RM_fit_0168 N0
BANK 2736 RM_fit_0170 P2
BANK 2752 RM_fit_0170 N0
BANK 2768 RM_fit_0172 P2
BANK 2784 RM_fit_0172 N0
BANK 2800 RM_fit_0174 P2
BANK 2816 RM_fit_0174 N0
BANK 2832 RM_fit_0176 P2
BANK 2848 RM_fit_0176 N0
BANK 2864 RM_fit_0178 P2
BANK 2880 RM_fit_0178 N0
BANK 2896 RM_fit_0180 P2
BANK 2912 RM_fit_0180 N0
BANK 2928 RM_fit_0182 P2
BANK 2944 RM_fit_0182 N0
BANK 2960 RM_fit_0184 P2
BANK 2976 RM_fit_0184 N0
BANK 2992 RM_fit_0186 P2
BANK 3008 RM_fit_0186 N0
BANK 3024 RM_fit_0188 P2
BANK 3040 RM_fit_0188 N0
BANK 3056 RM_fit_0190 P2
BANK 3072 RM_fit_0190 N0
BANK 3088 RM_fit_0192 P2
BANK 3104 RM_fit_0192 N0
BANK 3120 RM_fit_0194 P2
BANK 3136 RM_fit_0194 N0
BANK 3152 RM_fit_0196 P2
BANK 3168 RM_fit_0196 N0
BANK 3184 RM_fit_0198 P2
BANK 3200 RM_fit_0198 N0
BANK 3216 RM_fit_0200 P2
BANK 3232 RM_fit_0200 N0
BANK 3248 RM_fit_0202 P2
BANK 3264 RM_fit_0202 N0
