/home/zhengshiyi/react2025_new/.venv/lib/python3.10/site-packages/torch/_utils.py:831: UserWarning: TypedStorage is deprecated. It will be removed in the future and UntypedStorage will be the only storage class. This should only matter to you if you are using storages directly.  To access UntypedStorage directly, use tensor.untyped_storage() instead of tensor.storage()
  return self.fget.__get__(instance, owner)()
BANK 4976 RM_cal_0054 P2
BANK 4992 RM_cal_0054 N0
BANK 5008 RM_cal_0056 P2
BANK 5024 RM_cal_0056 N0
BANK 5040 RM_cal_0058 P2
BANK 5056 RM_cal_0058 N0
BANK 5072 RM_cal_0060 P2
BANK 5088 RM_cal_0060 N0
BANK 5104 RM_cal_0062 P2
BANK 5120 RM_cal_0062 N0
BANK 5136 RM_audit_0000 P2
BANK 5152 RM_audit_0000 N0
BANK 5168 RM_audit_0000 N1
BANK 5184 RM_audit_0002 P2
BANK 5200 RM_audit_0002 N0
BANK 5216 RM_audit_0002 N1
BANK 5232 RM_audit_0004 P2
BANK 5248 RM_audit_0004 N0
BANK 5264 RM_audit_0004 N1
BANK 5280 RM_audit_0006 P2
BANK 5296 RM_audit_0006 N0
BANK 5312 RM_audit_0006 N1
BANK 5328 RM_audit_0008 P2
BANK 5344 RM_audit_0008 N0
BANK 5360 RM_audit_0008 N1
BANK 5376 RM_audit_0010 P2
BANK 5392 RM_audit_0010 N0
BANK 5408 RM_audit_0010 N1
BANK 5424 RM_audit_0012 P2
BANK 5440 RM_audit_0012 N0
BANK 5456 RM_audit_0012 N1
BANK 5472 RM_audit_0014 P2
BANK 5488 RM_audit_0014 N0
BANK 5504 RM_audit_0014 N1
BANK 5520 RM_audit_0016 P2
BANK 5536 RM_audit_0016 N0
BANK 5552 RM_audit_0016 N1
BANK 5568 RM_audit_0018 P2
BANK 5584 RM_audit_0018 N0
BANK 5600 RM_audit_0018 N1
BANK 5616 RM_audit_0020 P2
BANK 5632 RM_audit_0020 N0
BANK 5648 RM_audit_0020 N1
BANK 5664 RM_audit_0022 P2
BANK 5680 RM_audit_0022 N0
BANK 5696 RM_audit_0022 N1
BANK 5712 RM_audit_0024 P2
BANK 5728 RM_audit_0024 N0
BANK 5744 RM_audit_0024 N1
BANK 5760 RM_audit_0026 P2
BANK 5776 RM_audit_0026 N0
BANK 5792 RM_audit_0026 N1
BANK 5808 RM_audit_0028 P2
BANK 5824 RM_audit_0028 N0
BANK 5840 RM_audit_0028 N1
BANK 5856 RM_audit_0030 P2
BANK 5872 RM_audit_0030 N0
BANK 5888 RM_audit_0030 N1
BANK 5904 RM_audit_0032 P2
BANK 5920 RM_audit_0032 N0
BANK 5936 RM_audit_0032 N1
BANK 5952 RM_audit_0034 P2
BANK 5968 RM_audit_0034 N0
BANK 5984 RM_audit_0034 N1
BANK 6000 RM_audit_0036 P2
BANK 6016 RM_audit_0036 N0
BANK 6032 RM_audit_0036 N1
BANK 6048 RM_audit_0038 P2
BANK 6064 RM_audit_0038 N0
BANK 6080 RM_audit_0038 N1
BANK 6096 RM_audit_0040 P2
BANK 6112 RM_audit_0040 N0
BANK 6128 RM_audit_0040 N1
BANK 6144 RM_audit_0042 P2
BANK 6160 RM_audit_0042 N0
BANK 6176 RM_audit_0042 N1
BANK 6192 RM_audit_0044 P2
BANK 6208 RM_audit_0044 N0
BANK 6224 RM_audit_0044 N1
BANK 6240 RM_audit_0046 P2
BANK 6256 RM_audit_0046 N0
BANK 6272 RM_audit_0046 N1
BANK 6288 RM_audit_0048 P2
BANK 6304 RM_audit_0048 N0
BANK 6320 RM_audit_0048 N1
BANK 6336 RM_audit_0050 P2
BANK 6352 RM_audit_0050 N0
BANK 6368 RM_audit_0050 N1
BANK 6384 RM_audit_0052 P2
BANK 6400 RM_audit_0052 N0
BANK 6416 RM_audit_0052 N1
BANK 6432 RM_audit_0054 P2
BANK 6448 RM_audit_0054 N0
BANK 6464 RM_audit_0054 N1
BANK 6480 RM_audit_0056 P2
BANK 6496 RM_audit_0056 N0
BANK 6512 RM_audit_0056 N1
BANK 6528 RM_audit_0058 P2
BANK 6544 RM_audit_0058 N0
BANK 6560 RM_audit_0058 N1
BANK 6576 RM_audit_0060 P2
BANK 6592 RM_audit_0060 N0
BANK 6608 RM_audit_0060 N1
BANK 6624 RM_audit_0062 P2
BANK 6640 RM_audit_0062 N0
BANK 6656 RM_audit_0062 N1
BANK 6672 RM_audit_0064 P2
BANK 6688 RM_audit_0064 N0
